account,risk_score,is_laundering,community_size,anomaly_score
8888_812583520,0.23390074,0,1,0.3089733233122941
116425_806B49BA0,0.23390074,0,1,0.3089733233122941
117304_806B97A50,0.23388064,0,1,0.42867702898708204
123288_80A631130,0.23386817,0,3,0.399842515623376
116781_806545CF0,0.23386452,0,3,0.5744774160910836
9209_80B18BBD0,0.23385993,0,3,0.6690842700115063
10709_80C1BE4A0,0.23385978,0,1,0.312778478101275
11904_800D6F840,0.2338568,0,3,0.551603957583084
3_804A180C0,0.23382953,0,1,0.3189243212601693
28_806133C50,0.23381492,0,2,0.5296919712914859
217096_807490390,0.23380291,0,1,0.3090387290421687
18049_80691A2E0,0.23379284,0,1,0.30830098197065176
15_803A8AE30,0.23379193,0,1,0.4172567403862786
1502_8002D41C0,0.23378333,0,13,0.5847742848905814
12561_8028AEDC0,0.23377964,0,1,0.3077148427632307
410_8005668C0,0.23377213,0,1,0.3114479476834045
34670_80CC95390,0.2337675,0,2,0.5756940217922876
214609_8073EC1E0,0.23374996,0,1,0.3077148427632307
1292_800466080,0.23374523,0,1,0.3075322450286877
218050_807E22290,0.23373778,0,1,0.3485440842965835
10_80DFEACF0,0.23372447,0,2,0.38372891483684707
15695_8127FFF10,0.23371565,0,1,0.3077148427632307
15863_805256DF0,0.23369747,0,2,0.3945386429392569
29003_80B7BFB00,0.23369747,0,2,0.3945386429392569
117435_806AEFCD0,0.23369747,0,2,0.3945386429392569
1_800C44C20,0.2336757,0,1,0.32886714499404374
5394_809B53AA0,0.23367247,0,4,0.4127447410628263
11107_800BD8CB0,0.23366867,0,2,0.5949654990597449
18475_8035F4590,0.23366779,0,1,0.31982692856372963
45612_81110D560,0.23366766,0,2,0.3823017065647869
214308_80562FFF0,0.23365428,0,1,0.614872367213682
22736_808946B30,0.2336532,0,1,0.46322292612662636
116843_8070A96B0,0.2336519,0,1,0.42262543849952017
16787_8062E4390,0.23365149,0,1,0.5601117482126805
222103_80EF2E0D0,0.2336324,0,1,0.30880849829408547
1916_807B75C00,0.2336324,0,1,0.30880849829408547
1411_800D26240,0.23362921,0,2,0.42280130450045
10_8002C7A50,0.23362654,0,3,0.44924316848794615
11107_80080C0C0,0.23361848,0,4,0.49181869023085284
218346_8075D9AA0,0.2336157,0,1,0.42990979356269055
9129_8045764F0,0.2336145,0,2,0.41111866705716843
21884_8088163A0,0.23359954,0,1,0.3313101071909472
3229_81345D9F0,0.2335877,0,1,0.3080522955029017
210185_804072B30,0.23358382,0,1,0.6056858431438692
28726_8093933A0,0.2335832,0,1,0.30880849829408547
117435_8070400D0,0.23357762,0,8,0.5225082858558081
12278_80392E950,0.23357762,0,2,0.4978008121437505
111121_8130480B0,0.23356213,0,1,0.307797797635323
23555_802C0F6F0,0.23355167,0,1,0.3529365812630148
21360_811A972F0,0.23355167,0,1,0.3529365812630148
223041_80E34EF10,0.23355167,0,1,0.3529365812630148
19477_80422CEB0,0.23355167,0,1,0.3529365812630148
19925_803B6FEC0,0.2335421,0,2,0.5326061802241906
212_800098E10,0.23353653,0,3,0.5176450671456377
19890_8111E57B0,0.23352733,0,4,0.40016345047007573
28255_8043F78E0,0.23352207,0,1,0.307797797635323
120193_812DF9910,0.23351344,0,3,0.4616074662409866
410_800AA40D0,0.23351115,0,1,0.31413135319076135
224866_811771520,0.23349586,0,3,0.4026751380012294
19474_8045E5400,0.23349544,0,1,0.3089554397254932
20898_81334D210,0.2334849,0,1496,0.6087491152637126
1068_801DB3D70,0.23348014,0,1,0.3077148427632307
14387_80DDBCA00,0.23348014,0,1,0.3077148427632307
218755_80FBAAAF0,0.23348014,0,1,0.3077148427632307
16163_802FEAA20,0.23347767,0,1496,0.5477287999970195
2947_80728E9F0,0.23347759,0,2,0.3820826357559612
908_8006C53B0,0.23346764,0,1,0.3410154176309701
10099_803F71B50,0.23346697,0,1,0.314090730757576
24840_80223ED20,0.23346688,0,1,0.31178949429931335
2915_8009DB280,0.23346688,0,1,0.31178949429931335
10_80D4A02D0,0.23346464,0,1,0.3080522955029017
130864_80DDBE6D0,0.23346464,0,1,0.3080522955029017
8798_81338F2F0,0.23346464,0,1,0.3080522955029017
33426_8112A3140,0.23346464,0,1,0.3080522955029017
122352_80E421100,0.23346464,0,1,0.3080522955029017
121987_80861FF40,0.23346464,0,1,0.3080522955029017
29685_80DE37FA0,0.23345953,0,2,0.37953105476004567
12_80005E9C0,0.23345573,0,3,0.49066100877972996
30974_8100C8F50,0.23344357,0,2,0.3791157433429847
132445_813516530,0.23342744,0,2,0.38109113281886997
140522_80EFE81E0,0.23342335,0,2,0.711390007379616
15385_8059B2350,0.23342335,0,2,0.7033494651162836
10656_8145BF2A0,0.23342335,0,2,0.7033494651162836
7_8082AC620,0.23342024,0,69,0.4915538011521233
112733_80561D7A0,0.23341577,0,1,0.3833318932133221
5425_811D391C0,0.23341443,0,1,0.31447584253940275
210319_80B1A4110,0.23341021,0,1,0.30867771739778405
14629_80564F810,0.23341021,0,1,0.30867771739778405
250262_81286DED0,0.23340993,0,1,0.30830098197065176
30974_8104A0990,0.23340993,0,1,0.30830098197065176
1467_800CCE480,0.2334058,0,2,0.4363879824066334
29467_803863410,0.23339626,0,2,0.41422597189290633
112354_80B9F8770,0.23339543,0,2,0.40621424490583796
11296_80D2891C0,0.23339197,0,1,0.3075322450286877
6075_813C13980,0.2333884,0,2,0.38936668880995023
210829_80975A520,0.23338346,0,1,0.3374749900565564
15980_80FF1B8D0,0.2333761,0,2,0.4177410962707047
3881_8072D8DB0,0.23337226,0,889,0.5060553265569233
2824_80C6B3FD0,0.23336351,0,2,0.3847868932596158
1_8015FC330,0.23335993,0,3,0.5407894106018067
132523_811A0A990,0.23334351,0,1,0.41224799117614314
11056_8115EE5D0,0.23333895,0,2,0.38178473621295583
2952_8052E8830,0.23332696,0,1,0.3581014352429721
13858_80BA823B0,0.23331559,0,3,0.4928297603966219
29279_804E14AE0,0.23331112,0,2,0.39805678740044226
27444_806B74B50,0.23329306,0,2,0.40374982766870393
19477_80F5EE560,0.23328146,0,1,0.30874393406201867
131167_80C65E740,0.23327842,0,2,0.39859579155098107
237354_810CBD2D0,0.23327546,0,1,0.3093098474056463
21387_805BBCA90,0.2332709,0,2,0.4036820163265023
111433_807BC6D10,0.23327014,0,1,0.41686876970595976
13029_805D02800,0.23324853,0,1,0.5625927813216876
1362_807B89910,0.23324049,0,2,0.4319035710009864
4_806A2CAD0,0.23323894,0,3,0.4791764013528466
16991_80D63EED0,0.23323835,0,1,0.31446456281366925
213005_80501B9C0,0.23323247,0,4,0.37808270858550797
237730_80E039DE0,0.23320314,0,1,0.315084036506008
17327_809094D60,0.23320314,0,1,0.315084036506008
241801_813C6BF40,0.23320314,0,1,0.315084036506008
16991_80C8E7120,0.23320314,0,1,0.315084036506008
136731_80E7A5870,0.23320314,0,1,0.315084036506008
13083_807B347A0,0.23320314,0,1,0.315084036506008
29788_80529F610,0.23320314,0,1,0.315084036506008
232259_80BCB1AF0,0.23318945,0,4,0.4860922068441479
135981_80E0CAC10,0.23318836,0,1,0.3075322450286877
217680_806699660,0.2331852,0,1,0.33693763051758563
1411_80667FB00,0.23318154,0,1,0.3077148427632307
10099_804566150,0.23316404,0,1,0.3176868462613593
1601_802C61670,0.23315465,0,2,0.46066141320007825
212_8076C0260,0.23315357,0,1,0.31985743668271527
210319_8040E7CB0,0.23313068,0,1,0.3107204819341986
24032_8127FEE00,0.23310988,0,1,0.44444380904306297
16787_806F85130,0.23309922,0,5,0.4744649726690742
1024_809430800,0.23309793,0,3,0.47827411957798727
15_803B28010,0.23308562,0,1,0.3425695418979951
16408_80AC5BAE0,0.23307909,0,1,0.3103216886433009
17222_80B4C1210,0.23307277,0,1,0.3075322450286877
71_804B2EB50,0.23306386,0,1,0.35463483145157065
11318_8138F4BC0,0.2330548,0,1,0.31863641689532685
1588_80038BA70,0.23303144,0,3,0.42019587159470206
7478_805DE2560,0.23301336,0,2,0.38197344890470336
2591_8024AFE10,0.23300636,0,3,0.4615950435537825
29467_803A89D60,0.2330056,0,1,0.3517034022057643
2915_8089BBB10,0.23300497,0,1,0.3362971284843953
8595_80946B930,0.23299411,0,3,0.3507945259245528
16787_8062AC680,0.23298013,0,1,0.749920213033065
15625_80E3F7D70,0.23294279,0,2,0.4045652350998691
3335_80263A190,0.23293135,0,1,0.3170267647039471
21611_80F274210,0.23293106,0,3,0.4099517327522093
1853_80588A5C0,0.23292902,0,1,0.5125793408560052
217824_806AE3170,0.23292902,0,1,0.511539983533021
217496_8071A3870,0.23292902,0,1,0.512087337701486
24_803F72C80,0.23292902,0,1,0.5139385426701697
210292_80447CED0,0.23292902,0,1,0.5133155882088707
212032_80463FFB0,0.23292902,0,1,0.5139385426701697
19593_8038FEA50,0.23292902,0,1,0.5167278750346928
14381_8059765B0,0.23292902,0,1,0.5125058353960773
24_804666BD0,0.23292902,0,1,0.511539983533021
14757_80587B970,0.23292902,0,1,0.511539983533021
212204_80412DF80,0.23292902,0,1,0.5125793408560052
3051_803D0DFF0,0.23292902,0,1,0.511539983533021
17753_810AEE0B0,0.23292157,0,1,0.3077148427632307
246748_811AF21E0,0.23291819,0,1,0.3085170132817765
28_806388EA0,0.23291704,0,2,0.38115283530989963
17120_80643E640,0.23291668,0,1,0.33387465796075594
14325_805550090,0.23291239,0,2,0.3989758929010403
10344_8130641C0,0.23290586,0,3,0.3885659572109278
136301_81045DF10,0.23289584,0,2,0.38973872294405715
25768_804EC2F70,0.23289478,0,1,0.3103216886433009
1299_813BE0EE0,0.23285674,0,1,0.3094408961234468
20_803977D60,0.23285297,0,3,0.44231753208298946
28693_80BFE9740,0.23284833,0,1,0.307278176801591
17732_803DDE820,0.23284833,0,1,0.307278176801591
21174_804B37B80,0.23284604,0,3,0.4140911638312252
210261_809AFDB90,0.23280716,0,1,0.3388811375926126
24144_80221F970,0.23280054,0,1,0.3362971284843953
1244_8017F8980,0.23279531,0,2,0.4249069389390051
17491_806F71A40,0.23277457,0,3,0.540048670656864
16388_807631DE0,0.23276985,0,2,0.40089210813781884
10_806125370,0.23276158,0,2,0.6073168727840953
116904_806375370,0.23275016,0,2,0.6200761130062223
13327_8080AFD50,0.2327359,0,1,0.45510119930099396
24_803F6B9C0,0.23271647,0,3,0.4164958745083313
16109_812EAAE10,0.23270847,0,1,0.31298607734612166
1420_800426970,0.23270796,0,1,0.4008914956849584
21575_801858690,0.23270367,0,3,0.44845247891350526
9571_804A0A330,0.23269898,0,1,0.3074606236827407
1241_80177B280,0.23268574,0,1,0.33157800660148934
21258_800A882D0,0.23268162,0,2,0.40880847643093615
227080_80B6E6900,0.2326809,0,1,0.33215160416895373
5365_80B59B810,0.23266639,0,1,0.3074606236827407
9_8063AFBE0,0.23266624,0,1,0.4225147921008746
130219_80C302B10,0.23266308,0,2,0.3907231303999811
24850_806C1FCF0,0.23265891,0,1,0.3218993488412156
23537_804734810,0.23265867,0,2,0.39881380398898153
13037_802309330,0.23265702,0,2,0.5059644972471378
10_805F01AA0,0.23265158,0,4,0.48477984075434655
22345_80175BA30,0.23264778,0,1,0.3360237341148388
1292_80088A770,0.2326427,0,4,0.6199855795701839
3514_802D1A6B0,0.23264161,0,2,0.4213374141497252
127760_80B8F5FA0,0.2326349,0,1,0.3083859058552269
12_800616F50,0.23263243,0,2,0.4117965552481168
210185_80C3C5BC0,0.23262535,0,2,0.4506459593535857
29715_805C44010,0.23262312,0,1,0.3388163806052898
10_800324A00,0.23261255,0,1,0.34187223809290546
1547_800EB7310,0.23261255,0,1,0.34187223809290546
27288_80B6E6990,0.23261215,0,1,0.33387465796075594
7_80614B090,0.23260683,0,4,0.35800330503521316
13432_80E418700,0.23260435,0,1,0.307278176801591
218202_80D52FE60,0.23260316,0,889,0.47167646471789537
21174_8047E8FA0,0.23260188,0,1,0.3114479476834045
33426_80E6BCB10,0.23259903,0,4,0.40067043543602976
701_8003A0940,0.23259698,0,4,0.42864136716493967
701_80408AC50,0.2325923,0,2,0.4849563956693454
113798_806A19D30,0.23258606,0,2,0.4010625698548972
10_8064C42C0,0.23257609,0,1,0.3777483631596482
215064_806CFA160,0.23257208,0,1,0.30830098197065176
11030_812F7D860,0.23257208,0,1,0.30830098197065176
22828_813464D10,0.23257208,0,1,0.30830098197065176
232555_80E0119C0,0.23256746,0,1,0.30954394203803354
10_800BC8650,0.23256007,0,2,0.4157893573604118
5627_80DDF52C0,0.23254797,0,2,0.3785200313578011
13969_806080D20,0.23254049,0,1,0.31136638741455097
223908_80A0892F0,0.23254049,0,1,0.31136638741455097
3514_8069D9D30,0.2325395,0,1,0.3089554397254932
3_804DAA380,0.23253624,0,1,0.5678446248528559
410_800D61990,0.23252822,0,1,0.3077148427632307
701_8049E7940,0.23252688,0,4,0.5183178038469425
24515_80EC2B740,0.232526,0,1,0.3087240945102567
11_801579450,0.23251924,0,2,0.44421172216698995
218502_8072A43C0,0.23251237,0,1,0.3568541987399084
13037_80D7BFBE0,0.23249662,0,1,0.3527202777963647
40188_81074B250,0.2324712,0,1,0.3089554397254932
6276_80669C750,0.23245254,0,1,0.31522617073011866
1267_811B42CA0,0.23244986,0,3,0.42591322616898775
2591_80064D3D0,0.23243967,0,1,0.38721595989098556
28733_81282A130,0.23243275,0,1,0.3075322450286877
2843_8006181F0,0.23242712,0,5,0.5429879618585353
241775_813EE1400,0.23240277,0,2,0.3757217223652456
218755_80DAAB070,0.23240277,0,2,0.3757217223652456
122151_8145D80E0,0.23238501,0,2,0.377054247552486
23833_807A0B880,0.232364,0,3,0.5031277935837483
25749_80D16A600,0.23236153,0,2,0.3819994483831982
136014_80DD59670,0.23235424,0,1,0.3089733233122941
410_800894770,0.23235264,0,4,0.49815863982024416
1665_8102871D0,0.2323399,0,3,0.413535089859768
1241_80136DD10,0.23233636,0,1,0.33157800660148934
112064_804D43550,0.23233584,0,1,0.6628013008218199
236684_814030C70,0.23233512,0,2,0.384165989198946
4600_801CAED50,0.2323186,0,1,0.39987734455763885
21381_803099130,0.23231831,0,1,0.4179000332048781
4726_802028910,0.23231164,0,6,0.5389551750172801
16847_80E643FE0,0.23231092,0,1,0.38369386676833717
226350_80C30FD50,0.23230503,0,5,0.41949997318945503
13969_8053FEE80,0.23229527,0,1,0.36052167831409704
26860_803EAA7E0,0.23228787,0,2,0.37726614200610026
3_80380EB10,0.23227218,0,2,0.37900717000861445
13959_80BB14800,0.2322718,0,1,0.3074606236827407
13327_805CF09D0,0.23226899,0,2,0.38944517033653725
14325_801E94F80,0.23225968,0,2,0.40410496760194226
15_803E24B30,0.23225546,0,3,0.4376433722165473
10642_8056A2FF0,0.23225416,0,1,0.353141704727514
29279_80E6B8AC0,0.2322493,0,7,0.5449709997689592
110603_80CF8B7C0,0.23224871,0,1,0.3406273856118512
1267_8036F6450,0.23224568,0,1,0.3237613984357963
10656_80447D770,0.23224568,0,6,0.43380622907726635
28629_80AF2CFC0,0.23224568,0,1,0.3237613984357963
113935_80C12C680,0.23224568,0,1,0.3237613984357963
1244_8111C1410,0.23224522,0,1,0.3182085290318351
210997_80410C100,0.2322438,0,4,0.5947435662407208
11056_80298F690,0.23223771,0,2,0.40384690025060566
12513_80847BEF0,0.2322375,0,2,0.40597668354572936
1601_80979D450,0.23222578,0,2,0.3778655067620347
132554_80D379CA0,0.23221888,0,1,0.3077148427632307
136519_80FD90460,0.2322142,0,2,0.3809833165141446
13858_80789A850,0.2322096,0,889,0.5324153185744875
5464_8075CF770,0.2322033,0,7,0.41615278842568976
21922_80B2766F0,0.23219626,0,1,0.30830098197065176
223645_808A38140,0.23219374,0,3,0.3976810889132157
4_806278990,0.23219322,0,2,0.7208465338345366
111326_80B327E70,0.23216729,0,2,0.3879111338377531
120292_807E85A10,0.23216613,0,3,0.4086796340761051
25382_80AED9760,0.2321618,0,1,0.3243027674038329
21258_8034620D0,0.2321618,0,1,0.3243027674038329
218346_80E5F4580,0.2321532,0,2,0.392746727126209
237016_814256510,0.23214453,0,4,0.42738008480615963
5175_802B00200,0.23214346,0,1,0.30830098197065176
14433_80F2B2D70,0.23214346,0,1,0.30830098197065176
213704_80571B020,0.23214346,0,1,0.30830098197065176
120511_812544120,0.23214346,0,1,0.30830098197065176
146265_812620540,0.23214346,0,1,0.30830098197065176
24963_8093D5130,0.23214346,0,1,0.30830098197065176
27402_81128AAC0,0.23214346,0,1,0.30830098197065176
25960_813265720,0.23214346,0,1,0.30830098197065176
113865_810C9BB50,0.23214346,0,1,0.30830098197065176
213737_805033930,0.23213473,0,2,0.6546836415619989
2947_8035A00F0,0.23213062,0,2,0.4125269412582241
14650_80264AA60,0.23212594,0,3,0.4760338035466813
16643_80C2379D0,0.23211704,0,3,0.39527798397681985
13154_804CEC810,0.23209968,0,1,0.32893416942796333
17246_807D13460,0.23209043,0,1,0.3166794809736838
10060_803DECE80,0.23206486,0,1,0.39858944308646027
12129_809AC1B80,0.23206042,0,107,0.5596139084660258
23344_80693F600,0.23205325,0,2,0.383066530549287
24850_812F8A3F0,0.23205304,0,2,0.3773272251926093
132725_8130AB3E0,0.23204753,0,1,0.3087240945102567
10_803CED190,0.23203929,0,3,0.4436448854477434
11318_80E0076D0,0.23203759,0,2,0.4184390363443625
1547_80055A000,0.23203345,0,2,0.47126428422381433
1047_800B62310,0.23203248,0,2,0.39064996364805954
28629_809BADE00,0.23203215,0,1,0.31510075903836865
8539_806515990,0.23202488,0,1,0.3361757854813674
11157_80089AEC0,0.2320096,0,2,0.42200745688432395
1_8011A6E80,0.23200652,0,2,0.4163662489346154
2947_80DEF4860,0.23200488,0,2,0.37764902391155886
15643_80AE2B840,0.23199752,0,1,0.3074606236827407
4_8062CF720,0.23198348,0,3,0.6776985586985239
14387_80B865B30,0.23197979,0,2,0.383066530549287
12513_80181D8D0,0.23197979,0,2,0.383066530549287
12_800B29740,0.23197979,0,2,0.383066530549287
6010_8131B13A0,0.23197868,0,1,0.3074606236827407
1502_810B111D0,0.23197666,0,1,0.3295301307632538
210185_803DC7DC0,0.23196611,0,1,0.35797654872794926
210404_80FFC30A0,0.23195988,0,2,0.4984614032218894
112064_8053BF850,0.2319381,0,1,0.6785681695118421
217096_8073A1430,0.2319381,0,1,0.6785681695118421
14_80F3C4910,0.23191862,0,1,0.3501152771457396
21831_80296BDC0,0.23190473,0,2,0.3794771089372112
16254_8077C2DC0,0.23190278,0,1,0.3077148427632307
28717_811634E00,0.23186475,0,1,0.33561241862008984
24515_810F7B100,0.23185898,0,1,0.3075322450286877
31149_810362100,0.23185115,0,3,0.4002604734255585
29069_80AE89790,0.2318435,0,1,0.3077148427632307
250732_813E63D20,0.23183694,0,1,0.30907560556867647
1490_80590D0C0,0.23183596,0,4,0.5940178575517147
4866_806717240,0.23183008,0,1,0.4478364485273226
23538_808BC4430,0.23182929,0,1,0.3248902427702106
24_80E936110,0.23182178,0,1,0.4503409850587024
130169_812699A10,0.23181029,0,2,0.3788395360092427
14650_801C0F580,0.23181014,0,2,0.3857536570408558
16418_80FD2FB90,0.23180799,0,2,0.40492457511586605
40360_811A9BAC0,0.23179995,0,1,0.3114479476834045
1362_8009F98F0,0.23179564,0,1,0.31773855272806606
111904_80C4887F0,0.23177537,0,5,0.6932668081731249
16792_80713B0B0,0.2317745,0,1,0.3326721597047095
11808_804588510,0.2317682,0,2,0.7286716959350568
2947_8086E4CE0,0.23176067,0,1,0.39025912585378847
3242_802320BE0,0.23175906,0,3,0.4041319669198279
213005_804CFDAD0,0.23174371,0,2,0.47450376508190195
16011_809FEF650,0.23172499,0,2,0.3848666716276158
12_80310A800,0.2317221,0,1,0.31773855272806606
1267_801582660,0.23171978,0,1,0.3189819369051997
13327_801464C50,0.23171589,0,2,0.4317860497143997
21575_800A429F0,0.23171204,0,1,0.30874393406201867
17649_80DCD0820,0.23171204,0,1,0.30874393406201867
2385_8065ECFC0,0.23170482,0,6,0.4349082247207751
22164_800E9FC60,0.2317015,0,2,0.47317823078832977
26_80767CCE0,0.23170093,0,3,0.40620090579150353
2843_802474650,0.23169062,0,2,0.40772761776652405
111764_8091C3710,0.23168705,0,1,0.3077148427632307
2947_802454BE0,0.23168567,0,2,0.4965780288643493
1669_801C624B0,0.23168549,0,2,0.4145609237706688
19729_805172C10,0.23168056,0,3,0.4241980104484743
1490_81257FB00,0.23166919,0,2,0.38161430731290247
26024_80DD1F250,0.23166658,0,2,0.41219008348617553
26_807E06F00,0.23165499,0,2,0.41824017901282246
210431_803D29940,0.2316481,0,2,0.4288754322770321
8455_8042AE5F0,0.23164596,0,1,0.3074606236827407
12_8030E62D0,0.23164031,0,1,0.36087141578389553
15_803B440E0,0.23163064,0,2,0.7112687808309863
13057_801C94F60,0.23162928,0,2,0.4078277283336743
12446_8085A18F0,0.23162109,0,2,0.4017164442580339
21142_8102D6110,0.23161905,0,2,0.392746727126209
12359_80DAC1C30,0.23158948,0,3,0.5461053869258151
122332_80864DAD0,0.23158948,0,3,0.5457360244613187
220042_807539460,0.23158267,0,2,0.5137947601587942
1674_806639030,0.23158224,0,4,0.48803707068464786
24161_80A582E90,0.23157103,0,1,0.44485171600202605
1502_811078220,0.23156795,0,3,0.34878202007079356
12797_812976BB0,0.23156731,0,2,0.392011442199235
212204_8047276E0,0.231566,0,1,0.3431934421571425
16678_8061853C0,0.231566,0,1,0.3441814281498888
28726_8078C68F0,0.231566,0,1,0.3441814281498888
1686_807CBE300,0.23156457,0,2,0.3800740215589204
22806_802D32530,0.2315411,0,2,0.4237969396361897
10344_807CFC5B0,0.23153567,0,1,0.3074606236827407
211164_808E01020,0.23153,0,1,0.3090638318439348
5365_80679A0D0,0.23153,0,1,0.3090638318439348
27637_803AE56A0,0.23152888,0,2,0.5068561875180058
7675_8144F6970,0.23152734,0,1,0.30867771739778405
132722_8133DF190,0.23152417,0,1,0.30907560556867647
18819_806042590,0.23150414,0,6,0.40580581986720604
16927_8062958A0,0.23149839,0,1,0.3089733233122941
212789_805E6A850,0.23149839,0,1,0.3089733233122941
3051_8051E79A0,0.23149839,0,1,0.3089733233122941
5466_809414050,0.23149839,0,1,0.3089733233122941
4_8038FA300,0.23149839,0,1,0.3089733233122941
13327_806842550,0.23149839,0,1,0.3089733233122941
10_800BB1810,0.23149839,0,1,0.3089733233122941
11402_8046F1340,0.23149839,0,1,0.3089733233122941
110057_803E6E230,0.23149839,0,1,0.3089733233122941
16606_80F2A7B90,0.23149839,0,1,0.3089733233122941
2845_801A42E70,0.23149839,0,1,0.3089733233122941
22775_811D1D8F0,0.23149839,0,1,0.3089733233122941
12461_807C195A0,0.23149839,0,1,0.3089733233122941
220271_80D195040,0.23149839,0,1,0.3089733233122941
113090_804FA68D0,0.23149627,0,2,0.38936964014694997
5365_808A5D700,0.23147455,0,3,0.450197218720146
8623_80333DDB0,0.23146982,0,2,0.40544189586128376
